timestamp,n_customers,n_stations,seed,status,obj_val,obj_bound,mip_gap_pct,runtime_s,n_nodes,n_vars,n_constrs,n_bin_vars,n_int_vars,vi_config
2026-05-25T22:21:41,3,2,99,OPTIMAL,78.8827,78.8827,0.0,1.07,1,3792,7853,3264,3264,vi_all
2026-05-25T22:22:16,4,2,99,OPTIMAL,165.7004,165.7004,0.0,4.64,675,7824,17107,7104,7104,vi_all
2026-05-25T22:21:53,5,2,99,OPTIMAL,188.2154,188.2154,0.0,10.18,370,14472,32889,13536,13536,vi_all
2026-05-25T22:22:31,6,2,99,OPTIMAL,196.9834,196.9834,0.0,51.64,85,24672,57755,23496,23496,vi_all
2026-05-25T22:28:29,7,2,99,OPTIMAL,150.7323,150.7323,0.0,252.34,16258,39504,94693,38064,38064,vi_all
2026-05-25T22:37:33,8,2,99,OPTIMAL,148.8999,148.8999,0.0,534.17,11960,60192,147123,58464,58464,vi_all
2026-05-25T23:37:49,9,2,99,TIME_LIMIT,219.6419,160.3989,26.97,3600.37,25101,88104,218897,86064,86064,vi_all
2026-05-26T00:38:14,10,2,99,TIME_LIMIT,224.0046,117.2364,47.66,3600.55,13373,124752,314299,122376,122376,vi_all
2026-05-26T01:38:53,11,2,99,TIME_LIMIT,223.0007,94.7089,57.53,3600.78,4989,171792,438045,169056,169056,vi_all
